"Repeat","Plant","Time","Treatment","Stomata","Width","Length","Ratio"
3,2,2,"WL","161",2.364,8.561,0.2761359654246
3,2,2,"WL","162",3.1,8.038,0.385668076635979
3,2,2,"WL","163",2.552,8.768,0.291058394160584
3,2,2,"WL","164",3.1,10.296,0.301087801087801
3,2,2,"WL","165",2.004,6.69,0.299551569506726
3,2,2,"WL","166",1.733,8.308,0.208594126143476
3,2,2,"WL","167",2.177,6.555,0.33211289092296
3,2,2,"WL","168",2.418,7.501,0.322357019064125
3,2,2,"WL","169",2.005,5.886,0.340638803941556
3,2,2,"WL","170",2.246,8.259,0.271945756144812
3,2,2,"UVB","251",2.692,7.289,0.369323638359171
3,2,2,"UVB","252",2.228,7.987,0.278953299111055
3,2,2,"UVB","253",2.675,7.647,0.349810383156793
3,2,2,"UVB","254",2.382,9.605,0.247995835502343
3,2,2,"UVB","255",2.203,7.972,0.276342197691922
3,2,2,"UVB","256",3.24,6.724,0.481856038072576
3,2,2,"UVB","257",2.764,6.118,0.451781627983001
3,2,2,"UVB","258",2.669,7.752,0.344298245614035
3,2,2,"UVB","259",2.19,7.459,0.2936050408902
3,2,2,"UVB","260",2.497,8.687,0.28744100379878
3,2,4,"WL","341",2.349,6.606,0.35558583106267
3,2,4,"WL","342",2.758,6.254,0.440997761432683
3,2,4,"WL","343",2.482,9.453,0.262562149582143
3,2,4,"WL","344",2.728,7.314,0.372983319660924
3,2,4,"WL","345",2.584,7.501,0.344487401679776
3,2,4,"WL","346",2.936,8.371,0.350734679249791
3,2,4,"WL","347",2.904,9.326,0.311387518764744
3,2,4,"WL","348",2.873,7.86,0.365521628498728
3,2,4,"WL","349",3.564,8.018,0.444499875280619
3,2,4,"WL","350",3.82,8.301,0.46018551981689
3,2,4,"UVB","431",3.314,11.012,0.300944424264439
3,2,4,"UVB","432",3.631,9.856,0.368405032467532
3,2,4,"UVB","433",4.697,9.8,0.479285714285714
3,2,4,"UVB","434",2.991,8.319,0.35953840605842
3,2,4,"UVB","435",3.633,9.894,0.36719223771983
3,2,4,"UVB","436",3.912,8.205,0.476782449725777
3,2,4,"UVB","437",3.438,9.076,0.378801234023799
3,2,4,"UVB","438",2.175,7.879,0.276050260185303
3,2,4,"UVB","439",1.579,6.886,0.229305837932036
3,2,4,"UVB","440",2.554,10.147,0.25170000985513
3,2,6,"WL","521",2.936,8.209,0.357656230966013
3,2,6,"WL","522",2.37,9.541,0.248401635048737
3,2,6,"WL","523",2.829,9.135,0.309688013136289
3,2,6,"WL","524",2.443,7.01,0.348502139800285
3,2,6,"WL","525",1.595,6.976,0.228641055045872
3,2,6,"WL","526",2.039,7.722,0.264050764050764
3,2,6,"WL","527",3.589,7.362,0.487503395816354
3,2,6,"WL","528",2.712,8.81,0.30783200908059
3,2,6,"WL","529",2.354,8.25,0.285333333333333
3,2,6,"WL","530",1.64,6.711,0.244374906869319
3,2,6,"UVB","611",3.098,7.378,0.419896991054486
3,2,6,"UVB","612",3.918,7.458,0.525341914722446
3,2,6,"UVB","613",4.055,8.137,0.498340911883987
3,2,6,"UVB","614",5.045,8.35,0.604191616766467
3,2,6,"UVB","615",3.792,9.238,0.41047845854081
3,2,6,"UVB","616",3.356,9.312,0.360395189003436
3,2,6,"UVB","617",3.825,8.041,0.47568710359408
3,2,6,"UVB","618",3.125,8.135,0.384142593730793
3,2,6,"UVB","619",3.104,8.437,0.36790328315752
3,2,6,"UVB","620",3.152,7.362,0.428144525944037
3,3,0,"PreDawn","81",1.095,9.064,0.120807590467785
3,3,0,"PreDawn","82",2.321,6.76,0.343343195266272
3,3,0,"PreDawn","83",1.579,8.042,0.196344192986819
3,3,0,"PreDawn","84",1.929,7.939,0.24297770500063
3,3,0,"PreDawn","85",1.458,5.23,0.278776290630975
3,3,0,"PreDawn","86",0.884,9.329,0.0947582806302926
3,3,0,"PreDawn","87",1.46,7.686,0.189955763726256
3,3,0,"PreDawn","88",1.658,7.45,0.22255033557047
3,3,0,"PreDawn","89",1.945,9.19,0.21164309031556
3,3,0,"PreDawn","90",1.766,5.406,0.326674065852756
3,3,2,"WL","171",2.193,8.736,0.25103021978022
3,3,2,"WL","172",1.308,6.992,0.187070938215103
3,3,2,"WL","173",1.688,8.037,0.210028617643399
3,3,2,"WL","174",1.652,6.974,0.236879839403499
3,3,2,"WL","175",2.561,9.676,0.264675485737908
3,3,2,"WL","176",2.268,6.397,0.354541191183367
3,3,2,"WL","177",1.332,7.216,0.184589800443459
3,3,2,"WL","178",1.632,9.583,0.170301575706981
3,3,2,"WL","179",1.812,5.268,0.343963553530752
3,3,2,"WL","180",1.579,6.229,0.25349173222026
3,3,2,"UVB","261",3.792,8.968,0.422836752899197
3,3,2,"UVB","262",2.692,8.525,0.315777126099707
3,3,2,"UVB","263",2.544,7.688,0.330905306971904
3,3,2,"UVB","264",2.803,6.336,0.442392676767677
3,3,2,"UVB","265",2.75,7.898,0.348189415041783
3,3,2,"UVB","266",2.608,8.931,0.292016571492554
3,3,2,"UVB","267",2.52,8.059,0.312693882615709
3,3,2,"UVB","268",2.463,7.863,0.313239221671118
3,3,2,"UVB","269",1.838,5.246,0.350362180709112
3,3,2,"UVB","270",2.347,8.05,0.291552795031056
3,3,4,"WL","351",4.704,8.206,0.573239093346332
3,3,4,"WL","352",2.484,9.641,0.257649621408568
3,3,4,"WL","353",2.844,6.978,0.407566638005159
3,3,4,"WL","354",3.446,8.587,0.401304297193432
3,3,4,"WL","355",3.036,7.88,0.385279187817259
3,3,4,"WL","356",2.437,8.831,0.275959687464613
3,3,4,"WL","357",1.503,5.706,0.263406940063091
3,3,4,"WL","358",2.712,7.646,0.3546952654983
3,3,4,"WL","359",2.763,7.296,0.378700657894737
3,3,4,"WL","360",2.03,7.784,0.260791366906475
3,3,4,"UVB","441",3.73,8.222,0.453660909754318
3,3,4,"UVB","442",2.116,8.575,0.246763848396501
3,3,4,"UVB","443",2.796,8.339,0.335292001439021
3,3,4,"UVB","444",2.865,8.918,0.32126037228078
3,3,4,"UVB","445",4.108,7.873,0.521783310046996
3,3,4,"UVB","446",3.094,10.154,0.304707504431751
3,3,4,"UVB","447",3.919,7.987,0.490672342556655
3,3,4,"UVB","448",3.084,7.21,0.427739251040222
3,3,4,"UVB","449",2.515,8.411,0.299013197003923
3,3,4,"UVB","450",3.677,7.784,0.47237923946557
3,3,6,"WL","531",2.926,8.711,0.335897141545173
3,3,6,"WL","532",1.941,7.629,0.25442390876917
3,3,6,"WL","533",2.349,9.169,0.256189333624168
3,3,6,"WL","534",2.103,7.3,0.288082191780822
3,3,6,"WL","535",1.793,7.878,0.227595836506728
3,3,6,"WL","536",2.578,7.166,0.359754395757745
3,3,6,"WL","537",3.265,9.369,0.348489700074715
3,3,6,"WL","538",3.1,8.069,0.384186392365845
3,3,6,"WL","539",1.977,9.133,0.216467754297602
3,3,6,"WL","540",3.183,8.806,0.361458096752214
3,3,6,"UVB","621",2.561,7.501,0.341421143847487
3,3,6,"UVB","622",4.205,8.309,0.506077747021302
3,3,6,"UVB","623",3.322,8.194,0.40541859897486
3,3,6,"UVB","624",2.657,7.291,0.364421890001372
3,3,6,"UVB","625",3.079,8.018,0.384010975305562
3,3,6,"UVB","626",3.288,6.734,0.488268488268488
3,3,6,"UVB","627",2.617,7.229,0.362014109835385
3,3,6,"UVB","628",3.066,7.918,0.38721899469563
3,3,6,"UVB","629",2.396,7.905,0.303099304237824
3,3,6,"UVB","630",3.26,6.798,0.479552809649897
