Repeat,Plant,Time,Treatment,Stomata,Width,Length,Ratio
2,3,4,UVB,502,0.609,9.185,0.066303756
2,3,4,UVB,503,0.506,7.333,0.069003137
2,3,4,UVB,504,0.94,5.468,0.17190929
2,3,4,UVB,505,0.549,10.891,0.050408594
2,3,4,UVB,506,0.882,5.755,0.153258036
2,3,4,UVB,507,1.19,7.061,0.168531369
2,3,4,UVB,508,1.459,3.945,0.369835234
2,3,4,UVB,509,1.236,8.523,0.145019359
2,3,4,UVB,510,2.11,7.191,0.293422333
3,1,4,UVB,511,0.488,8.123,0.060076326
3,1,4,UVB,512,0.549,11.827,0.04641921
3,1,4,UVB,513,0.624,6.665,0.093623406
3,1,4,UVB,514,0.46,7.791,0.059042485
3,1,4,UVB,515,2.384,6.268,0.380344608
3,1,4,UVB,516,0.73,13.097,0.055737955
3,1,4,UVB,517,1.042,7.668,0.135889411
3,1,4,UVB,518,0.958,3.36,0.285119048
3,1,4,UVB,519,1.295,9.657,0.134099617
3,1,4,UVB,520,0.286,12.846,0.02226374
3,2,4,UVB,521,0.428,9.783,0.043749361
3,2,4,UVB,522,1.735,7.673,0.226117555
3,2,4,UVB,523,1.576,6.275,0.251155378
3,2,4,UVB,524,1.012,7.66,0.132114883
3,2,4,UVB,525,0.491,13.699,0.035842032
3,2,4,UVB,526,1.371,6.503,0.210825773
3,2,4,UVB,527,0.461,9.586,0.048090966
3,2,4,UVB,528,0.428,8.126,0.052670441
3,2,4,UVB,529,1.117,4.07,0.274447174
3,2,4,UVB,530,0.406,9.363,0.04336217
3,3,4,UVB,531,0.441,6.428,0.068606098
3,3,4,UVB,532,0.582,5.13,0.113450292
3,3,4,UVB,533,0.255,11.807,0.021597357
3,3,4,UVB,534,0.749,7.248,0.103338852
3,3,4,UVB,535,1.003,4.469,0.224434997
3,3,4,UVB,536,0.618,8.314,0.074332451
3,3,4,UVB,537,0.727,5.94,0.122390572
3,3,4,UVB,538,1.097,6.623,0.165634909
3,3,4,UVB,539,0.979,7.74,0.126485788
3,3,4,UVB,540,1.485,7.858,0.188979384
1,1,6,Dark,541,2.242,9.39,0.238764643
1,1,6,Dark,542,0.709,11.951,0.059325579
1,1,6,Dark,543,0.85,11.069,0.076791038
1,1,6,Dark,544,0.79,6.069,0.130169715
1,1,6,Dark,545,0.606,10.176,0.059551887
1,1,6,Dark,546,0.867,6.807,0.127368885
1,1,6,Dark,547,1.454,14.02,0.103708987
1,1,6,Dark,548,0.901,10.379,0.086809905
1,1,6,Dark,549,1.419,9.896,0.143391269
1,1,6,Dark,550,0.428,14.223,0.030092104
1,2,6,Dark,551,0.917,7.084,0.12944664
1,2,6,Dark,552,1.716,6.942,0.247191011
1,2,6,Dark,553,0.441,11.626,0.037932221
1,2,6,Dark,554,1.132,8.306,0.136287021
1,2,6,Dark,555,1.395,11.174,0.124843386
1,2,6,Dark,556,0.927,9.522,0.097353497
1,2,6,Dark,557,1.084,5.279,0.205341921
1,2,6,Dark,558,0.575,10.627,0.054107462
1,2,6,Dark,559,1.405,8.044,0.174664346
1,2,6,Dark,560,0.461,12.054,0.038244566
1,3,6,Dark,561,0.986,6.618,0.14898761
1,3,6,Dark,562,0.271,10.539,0.025714015
1,3,6,Dark,563,0.575,12.059,0.047682229
1,3,6,Dark,564,1.219,6.923,0.176079734
1,3,6,Dark,565,1.032,10.187,0.101305586
1,3,6,Dark,566,2.134,8.179,0.260912092
1,3,6,Dark,567,1.09,6.13,0.177814029
1,3,6,Dark,568,0.343,11.33,0.03027361
1,3,6,Dark,569,0.94,7.847,0.119791003
1,3,6,Dark,570,1.032,6.368,0.162060302
2,1,6,Dark,571,1.558,4.055,0.384217016
2,1,6,Dark,572,0.824,7.789,0.105790217
2,1,6,Dark,573,1.631,5.746,0.283849635
2,1,6,Dark,574,0.666,8.102,0.082201925
2,1,6,Dark,575,1.097,5.518,0.198803914
2,1,6,Dark,576,1.151,5.279,0.218033719
2,1,6,Dark,577,0.749,6.255,0.119744205
2,1,6,Dark,578,0.545,9.006,0.060515212
2,1,6,Dark,579,1.381,4.956,0.278652139
2,1,6,Dark,580,0.563,5.325,0.1057277
2,2,6,Dark,581,0.575,9.725,0.059125964
2,2,6,Dark,582,1.03,4.34,0.237327189
2,2,6,Dark,583,0.491,15.579,0.031516785
2,2,6,Dark,584,0.303,10.23,0.029618768
2,2,6,Dark,585,0.788,4.419,0.178320887
2,2,6,Dark,586,1.454,4.248,0.342278719
2,2,6,Dark,587,0.437,7.587,0.057598524
2,2,6,Dark,588,1.142,6.375,0.179137255
2,2,6,Dark,589,1.367,3.838,0.356175091
2,2,6,Dark,590,1.967,3.724,0.528195489
2,3,6,Dark,591,0.797,7.201,0.110679072
2,3,6,Dark,592,1.288,3.693,0.348767939
2,3,6,Dark,593,0.461,4.399,0.104796545
2,3,6,Dark,594,0.672,6.188,0.108597285
2,3,6,Dark,595,0.441,9.981,0.04418395
2,3,6,Dark,596,0.485,12.299,0.0394341
2,3,6,Dark,597,0.652,10.258,0.063560148
2,3,6,Dark,598,1.174,5.126,0.229028482
2,3,6,Dark,599,1.345,5.491,0.244946276
2,3,6,Dark,600,0.366,12.39,0.029539952
3,1,6,Dark,601,0.73,9.597,0.076065437
3,1,6,Dark,602,0.797,9.356,0.085185977
3,1,6,Dark,603,0.406,9.077,0.044728435
3,1,6,Dark,604,2.203,6.066,0.363171777
3,1,6,Dark,605,0.867,7.274,0.119191641
3,1,6,Dark,606,0.632,10.313,0.061281877
3,1,6,Dark,607,0.542,7.538,0.071902361
3,1,6,Dark,608,0.461,10.955,0.042081241
3,1,6,Dark,609,1.697,5.657,0.299982323
3,1,6,Dark,610,1.092,6.921,0.157780668
3,2,6,Dark,611,1.127,8.84,0.127488688
3,2,6,Dark,612,0.672,5.122,0.13119875
3,2,6,Dark,613,0.732,7.912,0.092517695
3,2,6,Dark,614,0.824,11.036,0.074664734
3,2,6,Dark,615,1.361,5.489,0.247950446
3,2,6,Dark,616,1.046,4.81,0.217463617
3,2,6,Dark,617,0.559,9.158,0.061039528
3,2,6,Dark,618,1.212,5.829,0.207925888
3,2,6,Dark,619,1.23,6.759,0.181979583
3,2,6,Dark,620,1.05,6.363,0.165016502
3,3,6,Dark,621,0.73,7.976,0.091524574
3,3,6,Dark,622,1.794,4.871,0.368302197
3,3,6,Dark,623,1.225,4.373,0.280128059
3,3,6,Dark,624,0.669,7.492,0.089295248
3,3,6,Dark,625,1.916,5.016,0.381977671
3,3,6,Dark,626,1.201,6.667,0.180140993
3,3,6,Dark,627,0.732,10.786,0.067865752
3,3,6,Dark,628,1.343,4.354,0.308451998
3,3,6,Dark,629,1.847,6.178,0.298964066
3,3,6,Dark,630,0.874,5.144,0.169906687
1,1,6,UVB,631,1.058,9.149,0.115641054
1,1,6,UVB,632,2.326,9.639,0.241311339
1,1,6,UVB,633,2.457,12.338,0.199140866
1,1,6,UVB,634,1.338,9.998,0.133826765
1,1,6,UVB,635,1.249,11.554,0.108101091
1,1,6,UVB,636,1.723,11.593,0.14862417
1,1,6,UVB,637,1.323,6.007,0.22024305
1,1,6,UVB,638,1.213,6.919,0.175314352
1,1,6,UVB,639,1.519,8.82,0.172222222
1,1,6,UVB,640,1.534,10.903,0.140695221
1,2,6,UVB,641,1.272,12.3,0.103414634
1,2,6,UVB,642,0.652,12.378,0.052674099
1,2,6,UVB,643,0.739,10.507,0.070334063
1,2,6,UVB,644,1.072,9.883,0.108469088
1,2,6,UVB,645,1.125,11.54,0.097487002
1,2,6,UVB,646,2.685,13.503,0.198844701
1,2,6,UVB,647,0.632,7.288,0.086717892
1,2,6,UVB,648,0.797,9.889,0.0805946
1,2,6,UVB,649,0.404,14.765,0.027362005
1,2,6,UVB,650,0.511,12.327,0.041453719
1,3,6,UVB,651,1.429,8.648,0.165240518
1,3,6,UVB,652,0.832,8.059,0.103238615
1,3,6,UVB,653,0.812,8.201,0.099012316
1,3,6,UVB,654,1.865,8.937,0.208683003
1,3,6,UVB,655,1.297,7.881,0.164573024
1,3,6,UVB,656,1.553,6.19,0.25088853
1,3,6,UVB,657,0.745,10.756,0.069263667
1,3,6,UVB,658,0.646,16.26,0.039729397
1,3,6,UVB,659,1.03,8.689,0.118540684
1,3,6,UVB,660,0.946,7.181,0.131736527
2,1,6,UVB,661,1.249,5.579,0.223875246
2,1,6,UVB,662,1.496,11.7,0.127863248
2,1,6,UVB,663,0.559,11.704,0.047761449
2,1,6,UVB,664,1.722,7.507,0.229385906
2,1,6,UVB,665,0.542,9.455,0.057324167
2,1,6,UVB,666,0.652,9.598,0.067930819
2,1,6,UVB,667,0.559,11.199,0.049915171
2,1,6,UVB,668,1.285,3.333,0.385538554
2,1,6,UVB,669,1.311,4.69,0.279530917
2,1,6,UVB,670,0.609,11.08,0.054963899
2,2,6,UVB,671,1.272,6.788,0.187389511
2,2,6,UVB,672,1.079,6.042,0.178583251
2,2,6,UVB,673,1.037,12.42,0.083494364
2,2,6,UVB,674,1.325,4.468,0.296553268
2,2,6,UVB,675,0.582,10.048,0.057921975
2,2,6,UVB,676,0.655,10.334,0.063383008
2,2,6,UVB,677,0.559,7.665,0.072928898
2,2,6,UVB,678,1.503,4.602,0.326597132
2,2,6,UVB,679,0.739,9.684,0.076311442
2,2,6,UVB,680,1.212,4.284,0.282913165
2,3,6,UVB,681,1.631,4.935,0.330496454
2,3,6,UVB,682,0.597,11.141,0.053585854
2,3,6,UVB,683,0.688,5.96,0.115436242
2,3,6,UVB,684,1.676,6.44,0.260248447
2,3,6,UVB,685,0.624,5.125,0.121756098
2,3,6,UVB,686,0.457,12.615,0.036226714
2,3,6,UVB,687,0.518,12.765,0.04057971
2,3,6,UVB,688,1.149,4.511,0.254710707
2,3,6,UVB,689,0.917,4.456,0.205789946
2,3,6,UVB,690,0.363,9.651,0.037612683
3,1,6,UVB,691,1.305,6.39,0.204225352
3,1,6,UVB,692,0.488,12,0.040666667
3,1,6,UVB,693,0.473,6.603,0.071634106
3,1,6,UVB,694,1.106,7.201,0.153589779
3,1,6,UVB,695,0.644,7.162,0.089919017
3,1,6,UVB,696,1.515,4.713,0.321451305
3,1,6,UVB,697,0.485,9.1,0.053296703
3,1,6,UVB,698,0.559,14.951,0.037388803
3,1,6,UVB,699,0.514,10.521,0.048854672
3,1,6,UVB,700,0.606,8.319,0.072845294
3,2,6,UVB,701,1.305,7.308,0.178571429
3,2,6,UVB,702,0.471,9.98,0.047194389
3,2,6,UVB,703,1.636,5.489,0.298050647
3,2,6,UVB,704,0.361,14.883,0.024255862
3,2,6,UVB,705,0.824,3.657,0.225321302
3,2,6,UVB,706,0.844,10.176,0.082940252
3,2,6,UVB,707,0.406,9.729,0.041730908
3,2,6,UVB,708,1.563,6.301,0.248055864
3,2,6,UVB,709,1.037,3.317,0.312631896
3,2,6,UVB,710,0.388,8.397,0.046206979
3,3,6,UVB,711,0.914,9.259,0.098714764
3,3,6,UVB,712,0.8,11.541,0.069318083
3,3,6,UVB,713,1.022,10.614,0.096287922
3,3,6,UVB,714,1.599,5.787,0.276308968
3,3,6,UVB,715,0.745,6.901,0.107955369
3,3,6,UVB,716,0.333,6.528,0.051011029
3,3,6,UVB,717,0.874,4.958,0.176280758
3,3,6,UVB,718,0.815,4.12,0.197815534
3,3,6,UVB,719,0.776,10.133,0.076581466
3,3,6,UVB,720,1.515,6.366,0.237983035
1,1,0,Time 0 (top),1,0.94,6.25,0.1504
1,1,0,Time 0 (top),2,0.948,9.897,0.095786602
1,1,0,Time 0 (top),3,0.485,11.585,0.04186448
1,1,0,Time 0 (top),4,0.271,11.091,0.024434226
1,1,0,Time 0 (top),5,1.149,8.21,0.139951279
1,1,0,Time 0 (top),6,2.548,9.462,0.269287677
1,1,0,Time 0 (top),7,1.871,4.702,0.397915781
1,1,0,Time 0 (top),8,1.924,9.479,0.202974997
1,1,0,Time 0 (top),9,0.815,10.592,0.076944864
1,1,0,Time 0 (top),10,1.519,4.138,0.367085549
1,2,0,Time 0 (top),11,1.074,6.966,0.154177433
1,2,0,Time 0 (top),12,1.496,5.081,0.29443023
1,2,0,Time 0 (top),13,0.927,12.517,0.074059279
1,2,0,Time 0 (top),14,0.867,5.026,0.172502984
1,2,0,Time 0 (top),15,0.606,10.667,0.056810725
1,2,0,Time 0 (top),16,0.94,7.365,0.127630686
1,2,0,Time 0 (top),17,1.676,8.628,0.194251275
1,2,0,Time 0 (top),18,0.788,6.276,0.12555768
1,2,0,Time 0 (top),19,1.106,7.487,0.147722719
1,2,0,Time 0 (top),20,0.766,9.725,0.078766067
1,3,0,Time 0 (top),21,0.722,12.283,0.058780428
1,3,0,Time 0 (top),22,1.419,5.622,0.252401281
1,3,0,Time 0 (top),23,1.631,9.141,0.178426868
1,3,0,Time 0 (top),24,1.505,8.268,0.182027092
1,3,0,Time 0 (top),25,0.662,6.812,0.097181445
1,3,0,Time 0 (top),26,1.151,6.456,0.178283767
1,3,0,Time 0 (top),27,2.172,8.679,0.250259246
1,3,0,Time 0 (top),28,1.543,10.549,0.146269789
1,3,0,Time 0 (top),29,0.994,11.736,0.08469666
1,3,0,Time 0 (top),30,2.666,11.599,0.229847401
2,1,0,Time 0 (top),31,0.406,15.951,0.02545295
2,1,0,Time 0 (top),32,0.597,5.767,0.103520028
2,1,0,Time 0 (top),33,1.514,4.248,0.356403013
2,1,0,Time 0 (top),34,0.549,9.675,0.056744186
2,1,0,Time 0 (top),35,1.138,5.396,0.210896961
2,1,0,Time 0 (top),36,0.691,11.163,0.061900923
2,1,0,Time 0 (top),37,0.624,8.439,0.07394241
2,1,0,Time 0 (top),38,1.225,5.085,0.240904621
2,1,0,Time 0 (top),39,1.459,6.169,0.236505106
2,1,0,Time 0 (top),40,1.165,5.679,0.20514175
2,2,0,Time 0 (top),41,1.489,9.925,0.150025189
2,2,0,Time 0 (top),42,0.471,8.634,0.054551772
2,2,0,Time 0 (top),43,1.249,5.564,0.224478792
2,2,0,Time 0 (top),44,1.222,12.081,0.101150567
2,2,0,Time 0 (top),45,0.766,17.421,0.043969921
2,2,0,Time 0 (top),46,1.591,11.704,0.135936432
2,2,0,Time 0 (top),47,0.749,9.429,0.079435783
2,2,0,Time 0 (top),48,0.842,5.373,0.156709473
2,2,0,Time 0 (top),49,1.881,4.961,0.379157428
2,2,0,Time 0 (top),50,1.274,9.875,0.129012658
2,3,0,Time 0 (top),51,2.194,6.416,0.341957606
2,3,0,Time 0 (top),52,0.521,11.907,0.043755774
2,3,0,Time 0 (top),53,0.406,12.815,0.031681623
2,3,0,Time 0 (top),54,0.79,9.54,0.082809224
2,3,0,Time 0 (top),55,0.428,10.609,0.040343105
2,3,0,Time 0 (top),56,1.153,4.248,0.271421846
2,3,0,Time 0 (top),57,0.824,12.22,0.067430442
2,3,0,Time 0 (top),58,0.749,9.387,0.079791201
2,3,0,Time 0 (top),59,1.714,14.685,0.116717739
2,3,0,Time 0 (top),60,0.911,9.581,0.09508402
3,1,0,Time 0 (top),61,1.535,6.504,0.23600861
3,1,0,Time 0 (top),62,0.511,11.089,0.046081703
3,1,0,Time 0 (top),63,0.353,12.1,0.029173554
3,1,0,Time 0 (top),64,0.575,5.747,0.100052201
3,1,0,Time 0 (top),65,0.691,9.562,0.072265216
3,1,0,Time 0 (top),66,1.782,12.084,0.147467726
3,1,0,Time 0 (top),67,0.518,9.787,0.052927353
3,1,0,Time 0 (top),68,0.94,3.956,0.237613751
3,1,0,Time 0 (top),69,0.948,5.72,0.165734266
3,1,0,Time 0 (top),70,1.456,4.606,0.316109422
3,2,0,Time 0 (top),71,1.474,5.953,0.247606249
3,2,0,Time 0 (top),72,0.882,6.303,0.139933365
3,2,0,Time 0 (top),73,0.575,5.75,0.1
3,2,0,Time 0 (top),74,1.165,4.114,0.283179387
3,2,0,Time 0 (top),75,0.79,4.665,0.169346195
3,2,0,Time 0 (top),76,1.604,6.618,0.242369296
3,2,0,Time 0 (top),77,0.73,13.249,0.055098498
3,2,0,Time 0 (top),78,1.515,4.496,0.336966192
3,2,0,Time 0 (top),79,0.84,3.776,0.222457627
3,2,0,Time 0 (top),80,1.058,5.881,0.179901377
3,3,0,Time 0 (top),81,0.669,11.392,0.058725421
3,3,0,Time 0 (top),82,0.545,9.874,0.055195463
3,3,0,Time 0 (top),83,1.06,5.014,0.211408057
3,3,0,Time 0 (top),84,0.901,7.751,0.116243065
3,3,0,Time 0 (top),85,1.236,4.579,0.269927932
3,3,0,Time 0 (top),86,0.737,9.906,0.074399354
3,3,0,Time 0 (top),87,0.706,8.47,0.083353011
3,3,0,Time 0 (top),88,1.483,4.308,0.344243268
3,3,0,Time 0 (top),89,1.222,7.493,0.163085547
3,3,0,Time 0 (top),90,1.032,6.217,0.165996461
1,1,0,Time 0 (bottom),91,0.976,11.137,0.087635809
1,1,0,Time 0 (bottom),92,1.122,8.868,0.126522327
1,1,0,Time 0 (bottom),93,0.824,11.657,0.070687141
1,1,0,Time 0 (bottom),94,0.575,11.957,0.048088986
1,1,0,Time 0 (bottom),95,1.028,8.872,0.115870153
1,1,0,Time 0 (bottom),96,2.353,12.469,0.188707996
1,1,0,Time 0 (bottom),97,1.295,8.588,0.150791803
1,1,0,Time 0 (bottom),98,1.849,6.134,0.301434627
1,1,0,Time 0 (bottom),99,0.923,13.817,0.066801766
1,1,0,Time 0 (bottom),100,0.521,11.224,0.046418389
1,2,0,Time 0 (bottom),101,1.016,7.367,0.137912312
1,2,0,Time 0 (bottom),102,1.64,10.434,0.157178455
1,2,0,Time 0 (bottom),103,1.604,9.778,0.164041726
1,2,0,Time 0 (bottom),104,1.084,5.396,0.200889548
1,2,0,Time 0 (bottom),105,1.376,10.986,0.125250319
1,2,0,Time 0 (bottom),106,0.874,10.323,0.08466531
1,2,0,Time 0 (bottom),107,1.49,10.653,0.139866704
1,2,0,Time 0 (bottom),108,0.565,11.316,0.049929304
1,2,0,Time 0 (bottom),109,0.824,16.055,0.051323575
1,2,0,Time 0 (bottom),110,2.707,10.256,0.263943058
1,3,0,Time 0 (bottom),111,1.509,12.124,0.124463873
1,3,0,Time 0 (bottom),112,1.483,8.95,0.165698324
1,3,0,Time 0 (bottom),113,1.371,16.498,0.083100982
1,3,0,Time 0 (bottom),114,1.405,6.933,0.202653974
1,3,0,Time 0 (bottom),115,2.655,7.5,0.354
1,3,0,Time 0 (bottom),116,0.813,11.208,0.072537473
1,3,0,Time 0 (bottom),117,0.788,9.522,0.082755724
1,3,0,Time 0 (bottom),118,0.518,7.462,0.069418386
1,3,0,Time 0 (bottom),119,1.418,11.467,0.123659196
1,3,0,Time 0 (bottom),120,1.355,8.957,0.15127833
2,1,0,Time 0 (bottom),121,1.459,6.107,0.238906173
2,1,0,Time 0 (bottom),122,0.543,8.988,0.060413885
2,1,0,Time 0 (bottom),123,0.797,9.949,0.080108554
2,1,0,Time 0 (bottom),124,0.669,14.722,0.045442195
2,1,0,Time 0 (bottom),125,1.664,5.906,0.281747376
2,1,0,Time 0 (bottom),126,1.393,9.681,0.143890094
2,1,0,Time 0 (bottom),127,1.341,9.819,0.136571952
2,1,0,Time 0 (bottom),128,0.808,6.899,0.117118423
2,1,0,Time 0 (bottom),129,0.867,6.753,0.128387383
2,1,0,Time 0 (bottom),130,0.383,11.59,0.033045729
2,2,0,Time 0 (bottom),131,0.731,7.665,0.095368558
2,2,0,Time 0 (bottom),132,1.965,5.213,0.37694226
2,2,0,Time 0 (bottom),133,1.505,7.155,0.210342418
2,2,0,Time 0 (bottom),134,1.519,7.7,0.197272727
2,2,0,Time 0 (bottom),135,0.488,11.632,0.041953232
2,2,0,Time 0 (bottom),136,1.249,8.449,0.147828145
2,2,0,Time 0 (bottom),137,0.672,4.062,0.165435746
2,2,0,Time 0 (bottom),138,1.288,6.795,0.189551141
2,2,0,Time 0 (bottom),139,0.575,10.847,0.053010049
2,2,0,Time 0 (bottom),140,0.666,12.723,0.052346145
2,3,0,Time 0 (bottom),141,1.157,7.158,0.161637329
2,3,0,Time 0 (bottom),142,1.272,8.239,0.154387668
2,3,0,Time 0 (bottom),143,0.824,11.354,0.072573542
2,3,0,Time 0 (bottom),144,1.272,4.369,0.291142138
2,3,0,Time 0 (bottom),145,0.666,7.965,0.083615819
2,3,0,Time 0 (bottom),146,0.25,15.584,0.016042094
2,3,0,Time 0 (bottom),147,0.632,10.967,0.057627428
2,3,0,Time 0 (bottom),148,0.644,8.522,0.075569115
2,3,0,Time 0 (bottom),149,0.372,8.403,0.044269904
2,3,0,Time 0 (bottom),150,2.07,4.553,0.454645289
3,1,0,Time 0 (bottom),151,0.94,8.721,0.107785804
3,1,0,Time 0 (bottom),152,1.683,9.148,0.183974639
3,1,0,Time 0 (bottom),153,0.571,9.711,0.0587993
3,1,0,Time 0 (bottom),154,0.842,10.294,0.081795221
3,1,0,Time 0 (bottom),155,0.797,11.131,0.071601833
3,1,0,Time 0 (bottom),156,1.323,6.116,0.216317855
3,1,0,Time 0 (bottom),157,1.274,6.042,0.210857332
3,1,0,Time 0 (bottom),158,1.951,5.233,0.372826295
3,1,0,Time 0 (bottom),159,0.259,7.284,0.035557386
3,1,0,Time 0 (bottom),160,0.632,4.436,0.142470694
3,2,0,Time 0 (bottom),161,1.097,8.046,0.136341039
3,2,0,Time 0 (bottom),162,1.361,9.356,0.145468149
3,2,0,Time 0 (bottom),163,1.676,9.847,0.170204123
3,2,0,Time 0 (bottom),164,1.028,3.662,0.280720918
3,2,0,Time 0 (bottom),165,1.244,6.626,0.187745246
3,2,0,Time 0 (bottom),166,0.539,10.742,0.050176876
3,2,0,Time 0 (bottom),167,0.79,2.874,0.274878219
3,2,0,Time 0 (bottom),168,0.527,8.969,0.058757944
3,2,0,Time 0 (bottom),169,0.892,8.162,0.109286939
3,2,0,Time 0 (bottom),170,0.651,8.525,0.076363636
3,3,0,Time 0 (bottom),171,0.73,8.502,0.08586215
3,3,0,Time 0 (bottom),172,0.644,10.84,0.059409594
3,3,0,Time 0 (bottom),173,1.285,8.894,0.144479424
3,3,0,Time 0 (bottom),174,1.311,11.562,0.113388687
3,3,0,Time 0 (bottom),175,0.986,8.307,0.118695076
3,3,0,Time 0 (bottom),176,1.034,13.303,0.077726829
3,3,0,Time 0 (bottom),177,1.393,8.431,0.16522358
3,3,0,Time 0 (bottom),178,0.652,13.713,0.047546124
3,3,0,Time 0 (bottom),179,0.631,10.055,0.062754848
3,3,0,Time 0 (bottom),180,0.709,11.232,0.063123219
1,1,2,Dark,181,0.353,14.773,0.023894943
1,1,2,Dark,182,1.58,4.964,0.3182917
1,1,2,Dark,183,1.207,5.524,0.218501086
1,1,2,Dark,184,1.297,7.283,0.178085954
1,1,2,Dark,185,0.94,12.397,0.075824796
1,1,2,Dark,186,1.594,5.946,0.268079381
1,1,2,Dark,187,1.599,8.326,0.192049003
1,1,2,Dark,188,1.203,9.781,0.122993559
1,1,2,Dark,189,1.479,5.043,0.293277811
1,1,2,Dark,190,0.842,14.825,0.056795953
1,2,2,Dark,191,1.524,10.182,0.149675899
1,2,2,Dark,192,1.846,6.358,0.290342875
1,2,2,Dark,193,1.193,5.659,0.210814632
1,2,2,Dark,194,1.86,11.714,0.158784361
1,2,2,Dark,195,1.784,6.624,0.269323671
1,2,2,Dark,196,1.533,5.861,0.261559461
1,2,2,Dark,197,0.652,10.599,0.061515237
1,2,2,Dark,198,1.236,7.358,0.167980429
1,2,2,Dark,199,1.034,8.87,0.116572717
1,2,2,Dark,200,1.636,9.259,0.176692947
1,3,2,Dark,201,1.295,10.351,0.125108685
1,3,2,Dark,202,2.375,6.958,0.341333717
1,3,2,Dark,203,2.588,11.797,0.219377808
1,3,2,Dark,204,1.148,6.467,0.177516623
1,3,2,Dark,205,1.945,6.511,0.298725234
1,3,2,Dark,206,1.537,11.8,0.130254237
1,3,2,Dark,207,1.568,8.984,0.174532502
1,3,2,Dark,208,0.945,7.479,0.126353791
1,3,2,Dark,209,1.05,8.029,0.130775937
1,3,2,Dark,210,0.651,12.974,0.050177278
2,1,2,Dark,211,2.268,11.038,0.205472006
2,1,2,Dark,212,1.164,7.149,0.162819975
2,1,2,Dark,213,0.691,6.705,0.10305742
2,1,2,Dark,214,1.954,9.133,0.213949414
2,1,2,Dark,215,0.762,11.432,0.066655003
2,1,2,Dark,216,0.471,14.075,0.033463588
2,1,2,Dark,217,1.395,5.42,0.257380074
2,1,2,Dark,218,0.812,6.133,0.1323985
2,1,2,Dark,219,1.987,6.261,0.317361444
2,1,2,Dark,220,0.655,7.873,0.083195732
2,2,2,Dark,221,0.796,8.192,0.097167969
2,2,2,Dark,222,1.305,5.592,0.233369099
2,2,2,Dark,223,1.801,6.402,0.281318338
2,2,2,Dark,224,0.745,11.223,0.066381538
2,2,2,Dark,225,1.393,5.816,0.239511692
2,2,2,Dark,226,1.079,5.313,0.203086768
2,2,2,Dark,227,1.099,8.14,0.135012285
2,2,2,Dark,228,0.571,14.616,0.039066776
2,2,2,Dark,229,1.39,8.949,0.155324617
2,2,2,Dark,230,1.122,6.923,0.162068467
2,3,2,Dark,231,0.927,9.292,0.099763237
2,3,2,Dark,232,0.521,8.927,0.058362272
2,3,2,Dark,233,1.332,5.91,0.225380711
2,3,2,Dark,234,0.796,5.112,0.15571205
2,3,2,Dark,235,0.471,13.577,0.034691022
2,3,2,Dark,236,0.903,8.965,0.100725042
2,3,2,Dark,237,1.165,6.97,0.167144907
2,3,2,Dark,238,1.254,7.895,0.158834706
2,3,2,Dark,239,1.003,5.643,0.177742336
2,3,2,Dark,240,1.225,5.112,0.239632238
3,1,2,Dark,241,1.149,5.929,0.19379322
3,1,2,Dark,242,0.655,11.482,0.057045811
3,1,2,Dark,243,2.125,5.56,0.382194245
3,1,2,Dark,244,0.527,9.912,0.053167877
3,1,2,Dark,245,1.362,4.337,0.314041964
3,1,2,Dark,246,0.5,11.054,0.045232495
3,1,2,Dark,247,1.529,4.426,0.345458653
3,1,2,Dark,248,0.473,6.737,0.070209292
3,1,2,Dark,249,1.646,7.936,0.207409274
3,1,2,Dark,250,0.559,8.912,0.062724417
3,2,2,Dark,251,1.114,9.484,0.117460987
3,2,2,Dark,252,0.559,9.529,0.058663029
3,2,2,Dark,253,1.782,6.217,0.286633424
3,2,2,Dark,254,0.737,6.318,0.116650839
3,2,2,Dark,255,1.381,3.532,0.390996602
3,2,2,Dark,256,1.413,6.805,0.20764144
3,2,2,Dark,257,0.73,11.61,0.06287683
3,2,2,Dark,258,0.597,8.2,0.072804878
3,2,2,Dark,259,1.858,5.537,0.335560773
3,2,2,Dark,260,0.797,13.075,0.060956023
3,3,2,Dark,261,0.685,10.431,0.065669639
3,3,2,Dark,262,1.525,5.289,0.288334279
3,3,2,Dark,263,0.644,11.269,0.057147928
3,3,2,Dark,264,0.958,7.873,0.121681697
3,3,2,Dark,265,0.655,10.812,0.060580836
3,3,2,Dark,266,1.193,5.247,0.22736802
3,3,2,Dark,267,0.655,13.73,0.047705754
3,3,2,Dark,268,2.099,5.804,0.36164714
3,3,2,Dark,269,1.706,5.692,0.299718904
3,3,2,Dark,270,0.624,10.84,0.057564576
1,1,2,UVB,271,2.331,12.032,0.193733378
1,1,2,UVB,272,1.772,8.558,0.207057724
1,1,2,UVB,273,2.063,9.37,0.220170758
1,1,2,UVB,274,1.463,8.546,0.171191201
1,1,2,UVB,275,2.097,6.702,0.312891674
1,1,2,UVB,276,2.471,13.524,0.182712215
1,1,2,UVB,277,1.735,11.361,0.15271543
1,1,2,UVB,278,1.747,6.313,0.276730556
1,1,2,UVB,279,2.313,10.986,0.210540688
1,1,2,UVB,280,1.777,9.214,0.192858693
1,2,2,UVB,281,1.376,7.254,0.189688448
1,2,2,UVB,282,1.429,12.052,0.118569532
1,2,2,UVB,283,0.976,12.397,0.078728725
