"Repeat","Plant","Treatment","Genotype","Stomata","Width","Length","Ratio"
3,2,"PreDawn","tt4","347",1.878,5.13,0.366081871345029
3,2,"PreDawn","tt4","348",0.962,9.847,0.0976947293591957
3,2,"PreDawn","tt4","349",3.558,8.99,0.395773081201335
3,2,"PreDawn","tt4","350",1.671,6.818,0.24508653564095
3,2,"WL","Col-0","161",2.151,10.534,0.204195936966015
3,2,"WL","Col-0","162",2.925,12.047,0.242799037104673
3,2,"WL","Col-0","163",1.851,9.647,0.191873121177568
3,2,"WL","Col-0","164",1.895,5.907,0.32080582359912
3,2,"WL","Col-0","165",2.11,8.85,0.238418079096045
3,2,"WL","Col-0","166",2.762,8.776,0.314721969006381
3,2,"WL","Col-0","167",2.251,11.213,0.200749130473557
3,2,"WL","Col-0","168",1.827,6.1,0.299508196721311
3,2,"WL","Col-0","169",1.901,9.568,0.198683110367893
3,2,"WL","Col-0","170",2.903,8.534,0.340168736817436
3,2,"WL","tt4","431",1.104,8.962,0.123186788663245
3,2,"WL","tt4","432",2.475,6.74,0.367210682492582
3,2,"WL","tt4","433",2.207,7.363,0.299741953008285
3,2,"WL","tt4","434",2.544,10.074,0.252531268612269
3,2,"WL","tt4","435",1.427,4.909,0.290690568343858
3,2,"WL","tt4","436",1.7,4.699,0.361779101936582
3,2,"WL","tt4","437",2.457,12.382,0.198433209497658
3,2,"WL","tt4","438",2.711,7.913,0.342600783520789
3,2,"WL","tt4","439",2.524,10.336,0.244195046439628
3,2,"WL","tt4","440",2.12,9.451,0.224314887313512
3,2,"UVB","Col-0","251",3.291,11.444,0.287574274729116
3,2,"UVB","Col-0","252",2.83,13.362,0.21179464152073
3,2,"UVB","Col-0","253",3.354,6.796,0.493525603296056
3,2,"UVB","Col-0","254",2.759,9.648,0.28596600331675
3,2,"UVB","Col-0","255",3.1,8.605,0.360255665310866
3,2,"UVB","Col-0","256",3.164,12.174,0.259898143584689
3,2,"UVB","Col-0","257",3.054,7.234,0.422173071606304
3,2,"UVB","Col-0","258",2.078,8.643,0.240425778086313
3,2,"UVB","Col-0","259",3.271,10.981,0.297878153173664
3,2,"UVB","Col-0","260",2.341,6.349,0.36871948338321
3,2,"UVB","tt4","521",3.917,11.509,0.340342340776783
3,2,"UVB","tt4","522",3.166,10.09,0.313776015857284
3,2,"UVB","tt4","523",1.888,4.686,0.402902262057192
3,2,"UVB","tt4","524",3.979,9.369,0.424698473689828
3,2,"UVB","tt4","525",3.909,13.648,0.286415592028136
3,2,"UVB","tt4","526",2.219,7.222,0.307255607864857
3,2,"UVB","tt4","527",3.437,8.438,0.407324010429012
3,2,"UVB","tt4","528",3.96,12.72,0.311320754716981
3,2,"UVB","tt4","529",2.392,7.779,0.307494536572824
3,2,"UVB","tt4","530",2.363,7.014,0.336897633304819
3,3,"PreDawn","Col-0","81",1.339,9.482,0.141214933558321
3,3,"PreDawn","Col-0","82",2.464,5.066,0.486379786814054
3,3,"PreDawn","Col-0","83",1.89,6.702,0.282005371530886
3,3,"PreDawn","Col-0","84",4.199,12.664,0.331569804169299
3,3,"PreDawn","Col-0","85",1.887,5.117,0.368770764119601
3,3,"PreDawn","Col-0","86",1.951,8.415,0.23184789067142
3,3,"PreDawn","Col-0","87",2.252,5.311,0.424025607230277
3,3,"PreDawn","Col-0","88",2.376,6.183,0.384279475982533
3,3,"PreDawn","Col-0","89",1.893,7.573,0.249966987983626
3,3,"PreDawn","Col-0","90",1.125,9.118,0.123382320684361
3,3,"PreDawn","tt4","351",0.977,8.643,0.113039453893324
3,3,"PreDawn","tt4","352",2.068,4.72,0.438135593220339
3,3,"PreDawn","tt4","353",1.583,5.485,0.288605287146764
3,3,"PreDawn","tt4","354",1.705,9.941,0.171511920329947
3,3,"PreDawn","tt4","355",1.55,8.764,0.176859881332725
3,3,"PreDawn","tt4","356",1.034,8.143,0.126980228417045
3,3,"PreDawn","tt4","357",1.842,6.134,0.300293446364526
3,3,"PreDawn","tt4","358",2.354,7.14,0.3296918767507
3,3,"PreDawn","tt4","359",2.252,5.965,0.377535624476111
3,3,"PreDawn","tt4","360",1.373,10.006,0.137217669398361
3,3,"WL","Col-0","171",2.598,7.872,0.330030487804878
3,3,"WL","Col-0","172",2.07,9.367,0.220988576918971
3,3,"WL","Col-0","173",2.041,8.736,0.233630952380952
3,3,"WL","Col-0","174",1.74,6.025,0.288796680497925
3,3,"WL","Col-0","175",1.351,9.039,0.149463436220821
3,3,"WL","Col-0","176",2.041,4.222,0.483420180009474
3,3,"WL","Col-0","177",1.551,9.201,0.168568633844147
3,3,"WL","Col-0","178",1.555,6.616,0.235036275695284
3,3,"WL","Col-0","179",1.924,9.401,0.204659078821402
3,3,"WL","Col-0","180",3.011,9.761,0.308472492572482
3,3,"WL","tt4","441",2.384,6.857,0.347673909873122
3,3,"WL","tt4","442",2.394,10.623,0.225360067777464
3,3,"WL","tt4","443",1.807,9.231,0.195753439497346
3,3,"WL","tt4","444",2.133,5.857,0.36417961413693
3,3,"WL","tt4","445",2.253,7.351,0.306488913073051
3,3,"WL","tt4","446",1.714,9.245,0.18539751216874
3,3,"WL","tt4","447",2.58,9.682,0.266473869035323
3,3,"WL","tt4","448",3.711,9.806,0.378441770344687
3,3,"WL","tt4","449",2.662,5.625,0.473244444444444
3,3,"WL","tt4","450",0.596,14.373,0.0414666388367077
3,3,"UVB","Col-0","261",2.598,11.431,0.227276703700464
3,3,"UVB","Col-0","262",3.895,12.119,0.321396154798251
3,3,"UVB","Col-0","263",2.908,9.162,0.317397948046278
3,3,"UVB","Col-0","264",1.567,10.685,0.146654188114179
3,3,"UVB","Col-0","265",3.019,10.482,0.288017553901927
3,3,"UVB","Col-0","266",3.162,9.409,0.336061217982782
3,3,"UVB","Col-0","267",2.3,8.111,0.283565528294908
3,3,"UVB","Col-0","268",3.249,7.419,0.437929640113223
3,3,"UVB","Col-0","269",2.221,9.003,0.246695545929135
3,3,"UVB","Col-0","270",2.876,9.944,0.289219629927594
3,3,"UVB","tt4","531",1.973,9.09,0.217051705170517
3,3,"UVB","tt4","532",2.606,8.927,0.291923378514619
3,3,"UVB","tt4","533",1.757,4.331,0.405679981528515
3,3,"UVB","tt4","534",1.973,5.917,0.333446003042082
3,3,"UVB","tt4","535",2.111,8.185,0.25791081246182
3,3,"UVB","tt4","536",2.683,9.081,0.295452042726572
3,3,"UVB","tt4","537",2.296,5.956,0.385493619879113
3,3,"UVB","tt4","538",1.564,8.823,0.177263969171484
3,3,"UVB","tt4","539",2.372,7.862,0.301704400915797
3,3,"UVB","tt4","540",3.294,9.336,0.352827763496144
