"Repeat","Plant","Treatment","Genotype","Stomata","Width","Length","Ratio"
2,2,"UVB","Col-0","226",3.1,12.296,0.252114508783344
2,2,"UVB","Col-0","227",4.046,10.486,0.38584779706275
2,2,"UVB","Col-0","228",3.524,13.973,0.252200672725972
2,2,"UVB","Col-0","229",2.166,12.266,0.176585684004565
2,2,"UVB","Col-0","230",3.877,8.854,0.43788118364581
2,2,"UVB","uvr8-6","491",3.654,8.949,0.408313778075763
2,2,"UVB","uvr8-6","492",1.609,6.337,0.253905633580559
2,2,"UVB","uvr8-6","493",2.275,10.371,0.219361681612188
2,2,"UVB","uvr8-6","494",3.286,13.067,0.251473176704676
2,2,"UVB","uvr8-6","495",2.221,8.043,0.276140743503668
2,2,"UVB","uvr8-6","496",2.339,10.949,0.213626815234268
2,2,"UVB","uvr8-6","497",2.878,10.938,0.263119400255988
2,2,"UVB","uvr8-6","498",1.761,7.88,0.223477157360406
2,2,"UVB","uvr8-6","499",2.6,8.543,0.304342736743533
2,2,"UVB","uvr8-6","500",2.452,7.154,0.342745317305004
2,2,"UVB","cop1","1031",4.278,8.87,0.482299887260428
2,2,"UVB","cop1","1032",4.517,7.591,0.595046765906995
2,2,"UVB","cop1","1033",4.708,8.126,0.579374846172779
2,2,"UVB","cop1","1034",4.786,8.52,0.561737089201878
2,2,"UVB","cop1","1035",6.987,12.508,0.558602494403582
2,2,"UVB","cop1","1036",6.051,10.553,0.573391452667488
2,2,"UVB","cop1","1037",6.125,14.309,0.428052274792089
2,2,"UVB","cop1","1038",4.288,7.212,0.594564614531337
2,2,"UVB","cop1","1039",5.394,10.16,0.530905511811024
2,2,"UVB","cop1","1040",5.181,8.618,0.601183569273613
2,3,"PreDawn","Col-0","51",1.476,7.28,0.202747252747253
2,3,"PreDawn","Col-0","52",2.773,10.01,0.277022977022977
2,3,"PreDawn","Col-0","53",3.764,14.832,0.253775620280475
2,3,"PreDawn","Col-0","54",2.631,7.871,0.334265023504002
2,3,"PreDawn","Col-0","55",3.003,10.348,0.290201005025126
2,3,"PreDawn","Col-0","56",1.668,11.193,0.14902170999732
2,3,"PreDawn","Col-0","57",2.859,8.054,0.354978892475788
2,3,"PreDawn","Col-0","58",2.144,5.424,0.395280235988201
2,3,"PreDawn","Col-0","59",3.209,9.696,0.330961221122112
2,3,"PreDawn","Col-0","60",2.06,6.677,0.308521791223603
2,3,"PreDawn","uvr8-6","321",2.38,6.139,0.387685290763968
2,3,"PreDawn","uvr8-6","322",2.364,7.391,0.319848464348532
2,3,"PreDawn","uvr8-6","323",2.082,6.275,0.331792828685259
2,3,"PreDawn","uvr8-6","324",2.473,5.953,0.415420796237191
2,3,"PreDawn","uvr8-6","325",2.289,5.323,0.430020665038512
2,3,"PreDawn","uvr8-6","326",1.786,8.362,0.213585266682612
2,3,"PreDawn","uvr8-6","327",1.412,3.867,0.365140936126196
2,3,"PreDawn","uvr8-6","328",1.602,8.342,0.192040278110765
2,3,"PreDawn","uvr8-6","329",2.252,5.953,0.378296657147657
2,3,"PreDawn","uvr8-6","330",2.537,6.446,0.393577412348743
2,3,"PreDawn","cop1","861",5.532,11.831,0.467585157636717
2,3,"PreDawn","cop1","862",3.513,8.414,0.417518421678155
2,3,"PreDawn","cop1","863",4.096,14.19,0.288653981677237
2,3,"PreDawn","cop1","864",4.959,11.07,0.447967479674797
2,3,"PreDawn","cop1","865",4.123,7.593,0.54300013170025
2,3,"PreDawn","cop1","866",4.104,13.827,0.296810587980039
2,3,"PreDawn","cop1","867",3.322,6.766,0.490984333431865
2,3,"PreDawn","cop1","868",4.046,10.573,0.382672845928308
2,3,"PreDawn","cop1","869",3.634,8.67,0.419146482122261
2,3,"PreDawn","cop1","870",4.419,14.695,0.300714528751276
2,3,"WL","Col-0","141",2.898,10.51,0.275737392959087
2,3,"WL","Col-0","142",2.748,7.779,0.353258773621288
2,3,"WL","Col-0","143",3.261,6.586,0.495141208624355
2,3,"WL","Col-0","144",2.515,10.606,0.237129926456723
2,3,"WL","Col-0","145",2.241,8.985,0.249415692821369
2,3,"WL","Col-0","146",2.556,7.1,0.36
2,3,"WL","Col-0","147",4.55,13.118,0.346851654215582
2,3,"WL","Col-0","148",3.551,6.963,0.509981329886543
2,3,"WL","Col-0","149",3.248,6.869,0.47284903188237
2,3,"WL","Col-0","150",2.632,8.434,0.312070192079678
2,3,"WL","uvr8-6","411",3.099,11.758,0.263565232182344
2,3,"WL","uvr8-6","412",2.42,7.929,0.305208727456174
2,3,"WL","uvr8-6","413",3.403,11.449,0.297231199231374
2,3,"WL","uvr8-6","414",2.725,8.176,0.333292563600783
2,3,"WL","uvr8-6","415",3.38,9.686,0.348957257897997
2,3,"WL","uvr8-6","416",1.799,4.654,0.386549204984959
2,3,"WL","uvr8-6","417",1.46,8.286,0.176200820661357
2,3,"WL","uvr8-6","418",2.258,6.24,0.361858974358974
2,3,"WL","uvr8-6","419",1.811,7.64,0.237041884816754
2,3,"WL","uvr8-6","420",2.061,11.638,0.177092283897577
2,3,"WL","cop1","951",3.104,10.837,0.28642613269355
2,3,"WL","cop1","952",3.531,8.416,0.419557984790875
2,3,"WL","cop1","953",4.616,8.944,0.516100178890876
2,3,"WL","cop1","954",4.489,12.184,0.368434011818779
2,3,"WL","cop1","955",4.83,8.844,0.546132971506106
2,3,"WL","cop1","956",4.923,16.522,0.29796634789977
2,3,"WL","cop1","957",6.143,12.787,0.480409791194182
2,3,"WL","cop1","958",4.233,12.244,0.345720352825874
2,3,"WL","cop1","959",3.984,9.368,0.425277540563621
2,3,"WL","cop1","960",2.845,7.152,0.397790827740492
2,3,"UVB","Col-0","231",3.054,10.562,0.289149782238212
2,3,"UVB","Col-0","232",4.6,16.325,0.28177641653905
2,3,"UVB","Col-0","233",3.505,9.198,0.381061100239182
2,3,"UVB","Col-0","234",4.05,7.917,0.511557408109132
2,3,"UVB","Col-0","235",5.051,11.241,0.449337247575838
2,3,"UVB","Col-0","236",3.908,11.88,0.328956228956229
2,3,"UVB","Col-0","237",3.654,13.891,0.263048016701461
2,3,"UVB","Col-0","238",3.631,8.569,0.423736725405531
2,3,"UVB","Col-0","239",4.551,8.734,0.521067094114953
2,3,"UVB","Col-0","240",3.621,13.149,0.275382158339037
2,3,"UVB","uvr8-6","501",2.599,8.808,0.295072661217075
2,3,"UVB","uvr8-6","502",2.882,8.231,0.350139715708905
2,3,"UVB","uvr8-6","503",2.686,6.202,0.433086101257659
2,3,"UVB","uvr8-6","504",4.031,9.927,0.406064269164904
2,3,"UVB","uvr8-6","505",1.984,6.392,0.310387984981226
2,3,"UVB","uvr8-6","506",2.643,10.192,0.25932103610675
2,3,"UVB","uvr8-6","507",3.483,11.423,0.304911144182789
2,3,"UVB","uvr8-6","508",2.966,10.877,0.272685483129539
2,3,"UVB","uvr8-6","509",2.785,8.663,0.321482165531571
2,3,"UVB","uvr8-6","510",2.686,11.304,0.23761500353857
2,3,"UVB","cop1","1041",4.734,8.1,0.584444444444444
2,3,"UVB","cop1","1042",3.434,13.957,0.246041412911084
2,3,"UVB","cop1","1043",4.598,7.804,0.589185033316248
2,3,"UVB","cop1","1044",3.302,10.539,0.313312458487523
2,3,"UVB","cop1","1045",3.746,9.509,0.393942580713009
2,3,"UVB","cop1","1046",3.332,10.398,0.320446239661473
2,3,"UVB","cop1","1047",2.977,5.855,0.508454312553373
2,3,"UVB","cop1","1048",4.502,9.245,0.486965927528394
2,3,"UVB","cop1","1049",5.239,12.231,0.428337830103835
2,3,"UVB","cop1","1050",3.741,8.208,0.45577485380117
3,1,"PreDawn","Col-0","61",1.565,5.625,0.278222222222222
3,1,"PreDawn","Col-0","62",2.26,6.578,0.343569474004257
3,1,"PreDawn","Col-0","63",2.754,6.757,0.40757732721622
3,1,"PreDawn","Col-0","64",2.552,6.62,0.385498489425982
3,1,"PreDawn","Col-0","65",1.697,5.153,0.329322724626431
3,1,"PreDawn","Col-0","66",1.559,6.847,0.227690959544326
3,1,"PreDawn","Col-0","67",1.951,6.785,0.287546057479735
3,1,"PreDawn","Col-0","68",1.99,5.112,0.389280125195618
3,1,"PreDawn","Col-0","69",2.482,7.241,0.342770335589007
3,1,"PreDawn","Col-0","70",1.882,5.847,0.321874465537883
3,1,"PreDawn","uvr8-6","331",2.07,5.644,0.366761162296244
3,1,"PreDawn","uvr8-6","332",1.556,7.088,0.219525959367946
3,1,"PreDawn","uvr8-6","333",1.998,7.498,0.266471058949053
3,1,"PreDawn","uvr8-6","334",1.504,8.66,0.173672055427252
3,1,"PreDawn","uvr8-6","335",1.207,5.122,0.235650136665365
3,1,"PreDawn","uvr8-6","336",1.369,4.748,0.288331929233361
3,1,"PreDawn","uvr8-6","337",1.307,8.091,0.161537510814485
3,1,"PreDawn","uvr8-6","338",1.152,9.473,0.12160878285654
3,1,"PreDawn","uvr8-6","339",1.059,7.124,0.148652442448063
3,1,"PreDawn","uvr8-6","340",1.057,3.032,0.348614775725594
3,1,"PreDawn","cop1","871",3.144,8.605,0.365368971528181
3,1,"PreDawn","cop1","872",5.633,13.062,0.43125095697443
3,1,"PreDawn","cop1","873",3.297,8.098,0.407137564830822
3,1,"PreDawn","cop1","874",6.035,13.537,0.445815173228928
3,1,"PreDawn","cop1","875",3.243,9.8,0.330918367346939
3,1,"PreDawn","cop1","876",2.766,6.768,0.408687943262411
3,1,"PreDawn","cop1","877",3.805,10.613,0.358522566663526
3,1,"PreDawn","cop1","878",3.579,8.371,0.427547485366145
3,1,"PreDawn","cop1","879",2.147,9.548,0.224863845831588
3,1,"PreDawn","cop1","880",2.534,6.562,0.386162755257543
3,1,"WL","Col-0","151",2.232,3.971,0.562075044069504
3,1,"WL","Col-0","152",1.806,6.624,0.272644927536232
3,1,"WL","Col-0","153",2.228,5.321,0.418718286036459
3,1,"WL","Col-0","154",1.855,5.793,0.320214051441395
3,1,"WL","Col-0","155",2.447,12.316,0.198684637869438
3,1,"WL","Col-0","156",1.558,6.052,0.25743555849306
3,1,"WL","Col-0","157",1.882,6.22,0.302572347266881
3,1,"WL","Col-0","158",1.554,7.791,0.199460916442049
3,1,"WL","Col-0","159",1.431,8.008,0.178696303696304
3,1,"WL","Col-0","160",1.407,5.933,0.237148154390696
3,1,"WL","uvr8-6","421",1.339,8.036,0.16662518666003
3,1,"WL","uvr8-6","422",2.518,5.951,0.423122164342127
3,1,"WL","uvr8-6","423",2.242,8.146,0.275227105327768
3,1,"WL","uvr8-6","424",1.431,6.722,0.212883070514728
3,1,"WL","uvr8-6","425",3.36,8.582,0.391517128874388
3,1,"WL","uvr8-6","426",1.865,9.18,0.203159041394336
3,1,"WL","uvr8-6","427",1.96,7.42,0.264150943396226
3,1,"WL","uvr8-6","428",2.374,10.231,0.232039878799726
3,1,"WL","uvr8-6","429",2.977,10.675,0.27887587822014
3,1,"WL","uvr8-6","430",1.95,6.901,0.282567743805246
3,1,"WL","cop1","961",4.182,8.303,0.503673371070697
3,1,"WL","cop1","962",4.149,8.245,0.503214069132808
3,1,"WL","cop1","963",4.239,7.587,0.558718861209964
3,1,"WL","cop1","964",4.133,7.958,0.519351595878361
3,1,"WL","cop1","965",4.117,8.237,0.499817894864635
3,1,"WL","cop1","966",2.831,5.545,0.510550045085663
3,1,"WL","cop1","967",2.907,7.986,0.364012021036814
3,1,"WL","cop1","968",3.285,7.875,0.417142857142857
3,1,"WL","cop1","969",3.383,8.005,0.42261086820737
3,1,"WL","cop1","970",2.118,8.536,0.248125585754452
3,1,"UVB","Col-0","241",3.829,9.598,0.398937278599708
3,1,"UVB","Col-0","242",2.794,8.425,0.331632047477745
3,1,"UVB","Col-0","243",2.614,5.27,0.496015180265655
3,1,"UVB","Col-0","244",3.258,10.167,0.320448509884922
3,1,"UVB","Col-0","245",3.146,9.202,0.341882199521843
3,1,"UVB","Col-0","246",3.702,9.786,0.378295524218271
3,1,"UVB","Col-0","247",4.261,6.737,0.632477363811786
3,1,"UVB","Col-0","248",3.017,6.052,0.498512888301388
3,1,"UVB","Col-0","249",2.684,5.506,0.487468216491101
3,1,"UVB","Col-0","250",3.73,6.331,0.589164429000158
3,1,"UVB","uvr8-6","511",3.731,8.8,0.423977272727273
3,1,"UVB","uvr8-6","512",2.263,7.654,0.295662398745754
3,1,"UVB","uvr8-6","513",2.463,7.452,0.330515297906602
3,1,"UVB","uvr8-6","514",2.823,10.697,0.263905767972329
3,1,"UVB","uvr8-6","515",2.576,7.78,0.331105398457584
3,1,"UVB","uvr8-6","516",2.678,5.199,0.51509905751106
3,1,"UVB","uvr8-6","517",3.084,10.5,0.293714285714286
3,1,"UVB","uvr8-6","518",3.15,7.738,0.407081933316102
3,1,"UVB","uvr8-6","519",2.586,7.721,0.334930708457454
3,1,"UVB","uvr8-6","520",2.674,7.592,0.352212855637513
3,1,"UVB","cop1","1051",3.716,8.742,0.425074353694807
3,1,"UVB","cop1","1052",4.61,12.688,0.363335435056747
3,1,"UVB","cop1","1053",4.863,13.126,0.370486058205089
3,1,"UVB","cop1","1054",5.413,10.76,0.503066914498141
3,1,"UVB","cop1","1055",3.487,7.132,0.488923163208076
3,1,"UVB","cop1","1056",3.959,8.621,0.459227467811159
3,1,"UVB","cop1","1057",3.486,8.347,0.417635078471307
3,1,"UVB","cop1","1058",2.638,5.383,0.490061304105517
3,1,"UVB","cop1","1059",4.44,7.381,0.601544506164476
3,1,"UVB","cop1","1060",2.63,5.575,0.471748878923767
3,2,"PreDawn","Col-0","71",1.616,6.853,0.235809134685539
3,2,"PreDawn","Col-0","72",1.732,7.063,0.24522157723347
3,2,"PreDawn","Col-0","73",1.711,4.978,0.343712334270792
3,2,"PreDawn","Col-0","74",1.243,6.802,0.182740370479271
3,2,"PreDawn","Col-0","75",1.709,6.574,0.259963492546395
3,2,"PreDawn","Col-0","76",0.965,7.542,0.127950145849907
3,2,"PreDawn","Col-0","77",2.624,4.742,0.55335301560523
3,2,"PreDawn","Col-0","78",1.778,8.486,0.209521564930474
3,2,"PreDawn","Col-0","79",2.858,7.405,0.385955435516543
3,2,"PreDawn","Col-0","80",1.539,8.049,0.19120387625792
3,2,"PreDawn","uvr8-6","341",1.143,10.149,0.112621933195389
3,2,"PreDawn","uvr8-6","342",1.99,8.466,0.235057878573116
3,2,"PreDawn","uvr8-6","343",1.409,5.717,0.246457932482071
3,2,"PreDawn","uvr8-6","344",1.87,8.442,0.221511490168207
3,2,"PreDawn","uvr8-6","345",1.345,5.725,0.234934497816594
3,2,"PreDawn","uvr8-6","346",1.529,5.984,0.255514705882353
3,2,"PreDawn","uvr8-6","347",1.585,8.416,0.18833174904943
3,2,"PreDawn","uvr8-6","348",1.451,6.731,0.215569751894221
3,2,"PreDawn","uvr8-6","349",1.998,5.055,0.395252225519288
3,2,"PreDawn","uvr8-6","350",1.734,5.312,0.326430722891566
3,2,"PreDawn","cop1","881",3.496,7.223,0.48400941437076
3,2,"PreDawn","cop1","882",3.332,6.939,0.480184464620262
3,2,"PreDawn","cop1","883",3.439,7.452,0.461486849168009
3,2,"PreDawn","cop1","884",3.921,8.459,0.463529968081334
3,2,"PreDawn","cop1","885",3.732,9.324,0.4002574002574
3,2,"PreDawn","cop1","886",4.999,12.681,0.394211812948506
3,2,"PreDawn","cop1","887",3.3,8.677,0.380315777342399
3,2,"PreDawn","cop1","888",3.257,8.234,0.395555015788195
3,2,"PreDawn","cop1","889",4.343,9.759,0.445025105031253
3,2,"PreDawn","cop1","890",3.224,6.926,0.465492347675426
3,2,"WL","Col-0","161",2.002,5.822,0.34386808656819
3,2,"WL","Col-0","162",2.831,6.442,0.439459795094691
3,2,"WL","Col-0","163",1.584,10.969,0.144406965083417
3,2,"WL","Col-0","164",2.449,7.71,0.317639429312581
3,2,"WL","Col-0","165",2.78,8.506,0.326828121326123
3,2,"WL","Col-0","166",1.882,6.34,0.296845425867508
3,2,"WL","Col-0","167",3.171,6.22,0.509807073954984
3,2,"WL","Col-0","168",2.815,7.562,0.372256016926739
3,2,"WL","Col-0","169",3.383,10.121,0.334255508348977
3,2,"WL","Col-0","170",2.494,7.439,0.335260115606936
3,2,"WL","uvr8-6","431",3.114,10.296,0.302447552447552
3,2,"WL","uvr8-6","432",2.205,8.706,0.253273604410751
3,2,"WL","uvr8-6","433",3.079,9.14,0.336870897155361
3,2,"WL","uvr8-6","434",2.301,7.826,0.294019933554817
3,2,"WL","uvr8-6","435",2.63,7.712,0.341026970954357
3,2,"WL","uvr8-6","436",2.31,6.713,0.344108446298227
3,2,"WL","uvr8-6","437",2.596,6.368,0.407663316582915
3,2,"WL","uvr8-6","438",2.391,12.227,0.19555083013004
3,2,"WL","uvr8-6","439",2.603,10.047,0.259082313128297
3,2,"WL","uvr8-6","440",2.461,6.858,0.358850976961213
3,2,"WL","cop1","971",3.614,7.737,0.467106113480677
3,2,"WL","cop1","972",4.614,9.752,0.473133716160787
3,2,"WL","cop1","973",7.311,12.518,0.584038983863237
3,2,"WL","cop1","974",3.561,10.503,0.339045986860897
3,2,"WL","cop1","975",3.483,7.913,0.440161759130545
3,2,"WL","cop1","976",4.944,7.798,0.634008720184663
3,2,"WL","cop1","977",5.632,10.58,0.532325141776938
3,2,"WL","cop1","978",4.405,6.146,0.716726326065734
3,2,"WL","cop1","979",2.866,8.818,0.325017010660014
3,2,"WL","cop1","980",3.817,6.944,0.549683179723502
3,2,"UVB","Col-0","251",3.764,6.924,0.543616406701329
3,2,"UVB","Col-0","252",2.941,5.466,0.53805342114892
3,2,"UVB","Col-0","253",3.496,12.53,0.279010375099761
3,2,"UVB","Col-0","254",5.036,8.553,0.588799251724541
3,2,"UVB","Col-0","255",3.109,10.637,0.29228165836232
3,2,"UVB","Col-0","256",2.719,6.306,0.431176657151919
3,2,"UVB","Col-0","257",3.285,12.57,0.261336515513126
3,2,"UVB","Col-0","258",3.881,8.704,0.445886948529412
3,2,"UVB","Col-0","259",3.383,8.834,0.382952230020376
3,2,"UVB","Col-0","260",3.394,6.578,0.515962298570994
3,2,"UVB","uvr8-6","521",2.421,7.935,0.305103969754253
3,2,"UVB","uvr8-6","522",3.886,9.722,0.399711993416992
3,2,"UVB","uvr8-6","523",2.855,7.327,0.389654701787908
3,2,"UVB","uvr8-6","524",2.417,14.433,0.16746345181182
3,2,"UVB","uvr8-6","525",2.212,10.259,0.215615557071839
3,2,"UVB","uvr8-6","526",2.82,11.725,0.240511727078891
3,2,"UVB","uvr8-6","527",3.396,10.737,0.316289466331377
3,2,"UVB","uvr8-6","528",2.736,7.158,0.382229673093043
3,2,"UVB","uvr8-6","529",1.975,8.85,0.22316384180791
3,2,"UVB","uvr8-6","530",2.422,4.331,0.559224197644886
3,2,"UVB","cop1","1061",3.018,6.04,0.499668874172185
3,2,"UVB","cop1","1062",5.946,9.343,0.636412287273895
3,2,"UVB","cop1","1063",4.483,10.356,0.432889146388567
3,2,"UVB","cop1","1064",3.819,10.122,0.377296976882039
3,2,"UVB","cop1","1065",2.933,7.634,0.384202253078334
3,2,"UVB","cop1","1066",5.152,10.45,0.493014354066986
3,2,"UVB","cop1","1067",3.504,7.71,0.454474708171206
3,2,"UVB","cop1","1068",3.782,5.954,0.635203224722875
3,2,"UVB","cop1","1069",3.677,8.394,0.438050988801525
3,2,"UVB","cop1","1070",3.394,6.634,0.511606873681037
3,3,"PreDawn","Col-0","81",2.624,7.739,0.339061894301589
3,3,"PreDawn","Col-0","82",1.573,9.642,0.163140427297241
3,3,"PreDawn","Col-0","83",1.431,10.118,0.141431112868156
3,3,"PreDawn","Col-0","84",1.081,8.509,0.127041955576448
3,3,"PreDawn","Col-0","85",1.691,8.848,0.191116636528029
3,3,"PreDawn","Col-0","86",2.019,7.011,0.287976037655113
3,3,"PreDawn","Col-0","87",1.907,5.316,0.358728367193378
3,3,"PreDawn","Col-0","88",2.359,7.84,0.300892857142857
3,3,"PreDawn","Col-0","89",1.455,7.57,0.19220607661823
3,3,"PreDawn","Col-0","90",3.069,7.141,0.42977174065257
3,3,"PreDawn","uvr8-6","351",1.544,4.515,0.341971207087486
3,3,"PreDawn","uvr8-6","352",1.505,6.1,0.24672131147541
3,3,"PreDawn","uvr8-6","353",1.984,10.399,0.190787575728435
3,3,"PreDawn","uvr8-6","354",1.616,7.284,0.221856123009336
3,3,"PreDawn","uvr8-6","355",1.914,7.946,0.240875912408759
3,3,"PreDawn","uvr8-6","356",3.114,12.828,0.242750233863424
3,3,"PreDawn","uvr8-6","357",2.392,7.734,0.309283682441169
3,3,"PreDawn","uvr8-6","358",2.602,10.547,0.246705224234379
3,3,"PreDawn","uvr8-6","359",2.41,5.974,0.403414797455641
3,3,"PreDawn","uvr8-6","360",2.517,8.839,0.284760719538409
3,3,"PreDawn","cop1","891",3.318,7.175,0.462439024390244
3,3,"PreDawn","cop1","892",4.729,9.476,0.499050232165471
3,3,"PreDawn","cop1","893",3.979,9.661,0.411862126073905
3,3,"PreDawn","cop1","894",4.633,8.177,0.566589213648037
3,3,"PreDawn","cop1","895",4.18,8.435,0.495554238292827
3,3,"PreDawn","cop1","896",3.372,6.804,0.495590828924162
3,3,"PreDawn","cop1","897",2.946,6.778,0.434641487164355
3,3,"PreDawn","cop1","898",6.097,10.893,0.559717249609841
3,3,"PreDawn","cop1","899",3.73,7.9,0.472151898734177
3,3,"PreDawn","cop1","900",3.697,9.02,0.409866962305987
3,3,"WL","Col-0","171",3.05,11.44,0.266608391608392
3,3,"WL","Col-0","172",2.039,7.445,0.273875083948959
3,3,"WL","Col-0","173",3.342,10.455,0.319655667144907
3,3,"WL","Col-0","174",2.448,9.412,0.260093497662558
3,3,"WL","Col-0","175",1.99,4.837,0.411412032251395
3,3,"WL","Col-0","176",1.243,5.447,0.228199008628603
3,3,"WL","Col-0","177",2.954,7.492,0.394287239722371
3,3,"WL","Col-0","178",2.676,10.547,0.253721437375557
3,3,"WL","Col-0","179",2.57,9.274,0.27711882682769
3,3,"WL","Col-0","180",2.831,6.562,0.431423346540689
3,3,"WL","uvr8-6","441",3.173,10.58,0.299905482041588
3,3,"WL","uvr8-6","442",3.404,11.925,0.285450733752621
3,3,"WL","uvr8-6","443",2.691,6.542,0.411342097217976
3,3,"WL","uvr8-6","444",2.024,8.87,0.228184892897407
3,3,"WL","uvr8-6","445",2.224,7.652,0.29064296915839
3,3,"WL","uvr8-6","446",2.57,8.332,0.308449351896303
3,3,"WL","uvr8-6","447",2.3,7.212,0.318912922906267
3,3,"WL","uvr8-6","448",2.532,6.926,0.365578977764944
3,3,"WL","uvr8-6","449",1.882,5.298,0.35522838807097
3,3,"WL","uvr8-6","450",2.488,9.874,0.25197488353251
3,3,"WL","cop1","981",2.94,6.74,0.43620178041543
3,3,"WL","cop1","982",3.599,11.199,0.321367979283865
3,3,"WL","cop1","983",2.242,7.937,0.282474486581832
3,3,"WL","cop1","984",3.883,12.935,0.300193274062621
3,3,"WL","cop1","985",3.115,10.875,0.286436781609195
3,3,"WL","cop1","986",1.66,6.466,0.256727497680173
3,3,"WL","cop1","987",5.081,11.03,0.460652765185857
3,3,"WL","cop1","988",3.068,6.061,0.50618709783864
3,3,"WL","cop1","989",5.196,10.21,0.508912830558276
3,3,"WL","cop1","990",2.711,7.899,0.343208001012786
3,3,"UVB","Col-0","261",2.649,12.362,0.214285714285714
3,3,"UVB","Col-0","262",3.496,9.496,0.3681550126369
3,3,"UVB","Col-0","263",4.316,10.215,0.422515907978463
3,3,"UVB","Col-0","264",2.852,6.409,0.44499921984709
3,3,"UVB","Col-0","265",3.341,5.972,0.559444072337575
3,3,"UVB","Col-0","266",3.112,5.51,0.564791288566243
3,3,"UVB","Col-0","267",2.602,9.036,0.287959274015051
3,3,"UVB","Col-0","268",3.366,7.69,0.437711313394018
3,3,"UVB","Col-0","269",2.906,9.555,0.304133961276818
3,3,"UVB","Col-0","270",2.814,6.448,0.436414392059553
3,3,"UVB","uvr8-6","531",2.531,7.809,0.324113202714816
3,3,"UVB","uvr8-6","532",2.536,11.365,0.223141223053234
3,3,"UVB","uvr8-6","533",2.574,9.036,0.284860557768924
3,3,"UVB","uvr8-6","534",2.374,6.004,0.395403064623584
3,3,"UVB","uvr8-6","535",2.391,10.164,0.235242030696576
3,3,"UVB","uvr8-6","536",2.363,6.094,0.387758450935346
3,3,"UVB","uvr8-6","537",2.172,5.898,0.368260427263479
3,3,"UVB","uvr8-6","538",4.117,9.976,0.412690457097033
3,3,"UVB","uvr8-6","539",1.781,9.089,0.195951149741446
3,3,"UVB","uvr8-6","540",1.951,8.455,0.230751034890597
3,3,"UVB","cop1","1071",4.649,10.493,0.443057276279424
3,3,"UVB","cop1","1072",4.011,10.203,0.393119670685093
3,3,"UVB","cop1","1073",3.104,6.682,0.464531577372044
3,3,"UVB","cop1","1074",3.939,8.34,0.472302158273381
3,3,"UVB","cop1","1075",4.228,7.685,0.550162654521796
3,3,"UVB","cop1","1076",6.91,10.695,0.646096306685367
3,3,"UVB","cop1","1077",3.712,6.53,0.568453292496171
3,3,"UVB","cop1","1078",2.931,5.107,0.573918151556687
3,3,"UVB","cop1","1079",3.574,7.312,0.488785557986871
3,3,"UVB","cop1","1080",5.159,9.874,0.522483289447033
